pge_id;nom;lat_deco;lon_deco;alt_deco_m;orientations;parapente;delta;thermique;soaring;treuil;cross;plaine;atterro_nom;lat_atterro;lon_atterro;alt_atterro_m;lien_pge;ffvl_id
2724;Beauvoisin;44.3031;5.23694;843;S,SW,W;1;0;1;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=2724;0
19192;Beg ar Fry;48.7039;-3.7208;56;N,NE;1;0;0;1;0;0;0;;48.7044;-3.7231;72;http://www.paraglidingearth.com/?site=19192;0
17634;Belchou;43.151;-1.05047;1073;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=17634;0
2659;Belgodere;42.5917;9.02917;502;W;1;0;0;0;0;0;0;null;42.5978;9.009;86;http://www.paraglidingearth.com/?site=2659;0
23955;Belloch;42.479;1.92582;1675;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23955;0
2942;Belmont;48.4192;7.2392;931;SW;1;0;0;1;0;0;0;;48.4168;7.2369;840;http://www.paraglidingearth.com/?site=2942;0
22635;Belvedere;45.0894;5.59364;1387;W;1;0;1;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=22635;0
14777;Belvedere de Rosnoen;48.2627;-4.2142;118;SE,S,SW;1;1;1;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=14777;0
2712;Bergies;44.2035;5.5114;1337;N,SW;1;0;1;1;0;0;0;;44.1967;5.5367;820;http://www.paraglidingearth.com/?site=2712;0
15527;Beynes;48.8538;1.8899;122;S,SW;1;0;1;1;0;0;0;;48.8522;1.8892;82;http://www.paraglidingearth.com/?site=15527;0
11360;Beynes (private);48.8431;1.9021;107;S,SW;1;0;1;1;0;0;0;;48.8433;1.8993;70;http://www.paraglidingearth.com/?site=11360;0
2701;Bief;47.3142;6.7725;699;N;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2701;0
2681;Bigaroque;44.8531;0.93583;145;SW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2681;0
2668;Birout\'ale;42.8911;9.37194;710;NE,S,SW,NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2668;0
22586;Bisanne Nord;45.747;6.50384;1921;N,NE,W,NW;1;0;1;0;0;0;0;Aire d'atterrissage de Marthod;45.7284;6.41933;389;http://www.paraglidingearth.com/?site=22586;0
3019;Bisanne Sud;45.7469;6.50704;1929;E,SE,S,SW,W;1;0;1;0;0;1;0;;45.7215;6.5534;702;http://www.paraglidingearth.com/?site=3019;0
14863;Blancs Sablons;48.3658;-4.76667;27;SW,W,NW;1;0;0;1;0;0;0;;48.3658;-4.76667;27;http://www.paraglidingearth.com/?site=14863;0
23703;Bligny-sur-Ouche;47.1145;4.67557;513;W,NW;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23703;0
23629;Bologne;48.214;5.1525;346;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23629;0
23632;Bologne;48.2186;5.14976;336;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23632;0
11362;Bondoufle;48.6156;2.4011;97;N,SE,S,SW,W,NW;1;0;0;0;0;0;0;;48.6158;2.3994;77;http://www.paraglidingearth.com/?site=11362;0
2952;Bonhomme - la closerie;48.1861;7.09556;1038;SE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2952;0
10724;Bonneval sur Arc;45.349;7.0558;2876;N,W;1;0;0;0;0;0;0;;45.3702;7.044;1781;http://www.paraglidingearth.com/?site=10724;0
2684;Bordas;45.0483;0.66361;128;SE,S;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2684;0
2650;Bort les orgues;45.3972;2.45639;828;S,SW,W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2650;0
13519;Bouloc;44.1644;2.893;1030;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=13519;0
3002;Bourg st maurice;45.5692;6.76306;1446;W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=3002;0
22304;Bourg-Saint-Maurice - Atterro;45.6184;6.77308;808;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22304;0
10864;Bozel (Le Pre);45.456;6.6571;1481;N,SW,W,NW;1;0;1;1;0;1;0;;45.4424;6.6546;848;http://www.paraglidingearth.com/?site=10864;0
2845;Brain sur l\'authion;47.4333;-0.4;18;N,S;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2845;0
13580;Brandeville;49.3918;5.32323;245;E;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=13580;0
8271;breche perier;44.9574;6.0378;2503;NW;1;0;0;0;0;0;0;;44.9728;6.0691;1503;http://www.paraglidingearth.com/?site=8271;0
11436;Brehec;48.729;-2.9452;71;SE,S;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=11436;0
2944;Breitenbach-Pelage;48.3837;7.2826;934;E,SE,S,SW;1;0;1;0;0;1;0;;48.3671;7.2893;436;http://www.paraglidingearth.com/?site=2944;0
2635;Brezons;45.0067;2.8143;1293;S,SW,W,NW;1;0;1;0;0;1;1;;44.9939;2.81;847;http://www.paraglidingearth.com/?site=2635;0
19620;Brimont;49.3442;4.0106;155;N,NW;1;0;0;1;0;0;0;;49.3454;4.0098;135;http://www.paraglidingearth.com/?site=19620;0
18789;brizon;46.0528;6.4426;1091;SW;1;0;1;1;0;0;0;;46.0631;6.4453;469;http://www.paraglidingearth.com/?site=18789;0
2739;Brosville;49.1181;1.11944;104;SW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2739;0
2733;Buc;44.2251;5.4733;1066;E,W,NW;1;0;1;1;0;0;0;;44.2242;5.4682;954;http://www.paraglidingearth.com/?site=2733;0
22026;Butte de Suin;46.4341;4.475;585;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22026;0
19588;Butte St Michel;48.2942;-2.932;307;NE;1;0;0;0;0;0;0;;48.2953;-2.9297;296;http://www.paraglidingearth.com/?site=19588;0
18459;Bué;47.3136;2.78152;324;E;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=18459;0
23362;Bénouville - Valleuse du curé;49.7228;0.25253;72;W,NW;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=23362;0
2768;Cabanac et villagrains;44.615;-0.57556;62;NE,E,SE,SW,W,NW;1;1;0;0;1;0;1;;;;;http://www.paraglidingearth.com/?site=2768;0
2913;Cabidos - piste du moulin (Pau);43.5497;-0.53306;85;E,W;1;0;0;0;1;0;0;;;;;http://www.paraglidingearth.com/?site=2913;0
2550;Cagnorina - Tende- Tenda;44.0989;7.6;1078;SE,S,SW;1;0;1;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=2550;0
2665;Calacuccia;42.3122;9.04111;1501;NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2665;0
23958;Cambre d'Aze Eyne;42.4529;2.12281;2656;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23958;0
2972;Camp de cesar sud;47.6225;6.0894;375;SW;1;0;0;0;0;0;0;;47.62;6.08833;291;http://www.paraglidingearth.com/?site=2972;0
10701;Cap Blanc-Nez;50.9412;1.7379;12;NW;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=10701;0
19014;Cap Blanc-Nez;50.9204;1.70073;17;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=19014;0
2592;Cap Leucate;42.9167;3.05;45;E;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2592;0
19163;Capu d'Ortu;42.2377;8.69893;1116;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=19163;0
2851;Carolles;48.7545;-1.5728;57;W,NW;1;0;0;1;0;0;0;;48.7567;-1.574;4;http://www.paraglidingearth.com/?site=2851;0
14233;Caron Nord;45.2635;6.5631;3069;N,NE,E,SE,SW,W,NW;1;0;0;1;0;0;0;;45.296;6.5651;2096;http://www.paraglidingearth.com/?site=14233;0
14235;Caron Ouest;45.2656;6.5585;3110;SW,W,NW;1;0;0;1;0;0;0;;45.2953;6.5655;2108;http://www.paraglidingearth.com/?site=14235;0
14234;Caron Sud;45.2645;6.558;3140;S,SW,W;1;0;0;1;0;0;0;;45.2958;6.5651;2096;http://www.paraglidingearth.com/?site=14234;0
21822;Caroux;43.5902;2.98004;1007;;1;0;1;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=21822;0
11497;Carteret deco NO;49.3742;-1.808;34;NW;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=11497;0
2855;Carteret deco Sud;49.373;-1.8057;57;S;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=2855;0
2506;Cascade de glandieu;45.6717;5.61528;475;SW;1;0;0;0;0;0;0;;45.6716;5.606;206;http://www.paraglidingearth.com/?site=2506;0
22638;Cassaniouze;44.648;2.35901;536;E,SE,S;1;0;1;0;0;0;1;;44.6431;2.36773;201;http://www.paraglidingearth.com/?site=22638;0
15861;Castelfranc;44.5025;1.2109;230;SE,S,SW;1;0;1;1;1;0;0;;44.4981;1.2124;94;http://www.paraglidingearth.com/?site=15861;0
10975;Catray;46.1107;5.7569;1068;NE,E,SE;1;1;1;0;0;0;0;;46.092;5.7786;574;http://www.paraglidingearth.com/?site=10975;0
16728;Cavillore;43.7291;6.97528;1010;SE,S,SW;1;0;0;0;0;0;0;;43.7272;6.96924;857;http://www.paraglidingearth.com/?site=16728;0
3063;Cazals;44.1165;1.73133;307;NW;1;1;1;1;0;0;1;;44.1175;1.72495;140;http://www.paraglidingearth.com/?site=3063;0
2581;Cazavet;42.9843;1.0356;904;NE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2581;0
7260;Ceillac;44.6672;6.78472;1830;SW,W;1;0;1;1;0;0;0;;44.6647;6.77861;1636;http://www.paraglidingearth.com/?site=7260;0
2933;Ceret;42.4587;2.76744;836;N,NE,E,NW;1;0;0;0;0;0;0;ceret;42.4811;2.77611;184;http://www.paraglidingearth.com/?site=2933;0
2667;Cervione;42.3267;9.47694;746;E,SE,S;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2667;0
21821;Cessenon sur Orb;43.4592;3.05866;115;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=21821;0
2773;Cezas;43.9667;3.7844;674;SE,S,SW;1;0;1;1;0;1;1;;;;;http://www.paraglidingearth.com/?site=2773;0
2564;Chabanet;44.7121;4.6022;501;N;1;0;1;1;0;0;0;;44.7148;4.6058;364;http://www.paraglidingearth.com/?site=2564;0
2638;Chabraire;45.1528;2.73278;1552;N,W,NW;1;0;0;0;0;0;0;;45.1399;2.69613;1049;http://www.paraglidingearth.com/?site=2638;0
2782;Chalais;45.2924;5.6617;1003;SE,S;1;0;1;1;0;0;0;;45.2734;5.64052;192;http://www.paraglidingearth.com/?site=2782;0
21825;Chalet de l'Aulp;45.8316;6.26931;1575;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=21825;0
21826;Chalet de la Froulaz;45.8413;6.26287;1497;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=21826;0
10890;Chambrecy;49.1836;3.8424;193;NE;1;0;0;1;0;0;0;;49.1857;3.8445;158;http://www.paraglidingearth.com/?site=10890;0
11089;Chamery;49.1649;3.9533;256;N,NE;1;0;1;1;0;0;0;;49.1667;3.954;191;http://www.paraglidingearth.com/?site=11089;0
3004;Chamoux;45.5295;6.2528;1250;SW,W;1;1;1;0;0;1;0;;45.5405;6.2144;293;http://www.paraglidingearth.com/?site=3004;0
2852;Champeaux;48.706;-1.4994;32;S,SW;1;0;0;0;0;0;0;;48.725;-1.525;11;http://www.paraglidingearth.com/?site=2852;0
2502;Champfromier;46.2147;5.81444;1199;SE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2502;0
3095;Champis;48.0356;6.94861;1197;E;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=3095;0
22024;Champvent;46.3126;4.62438;596;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22024;0
2791;Chamrousse - l'Aiguille / la Croix;45.1301;5.88341;1813;N,S,SW,W,NW;1;0;1;0;0;1;0;;45.1487;5.83266;533;http://www.paraglidingearth.com/?site=2791;0
20100;Chapel's combe;46.2107;6.4707;1445;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=20100;0
22237;Chapelle du Banquet;47.2001;3.88928;544;N,NW;1;0;0;0;0;0;0;;47.2053;3.88285;360;http://www.paraglidingearth.com/?site=22237;0
6927;Charande-la moliere;45.1867;5.59258;1696;E,SE;1;0;0;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=6927;0
22643;Charmant Som;45.3251;5.7651;1840;E,SE,S;1;0;0;0;0;0;0;;45.325;5.80523;881;http://www.paraglidingearth.com/?site=22643;0
2866;Charmoilles;47.9556;5.36;363;N,NE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2866;0
22000;Charézier;46.62;5.73354;569;S,SW;1;0;1;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=22000;0
2820;Chaspinhac;45.1044;3.93139;855;NE,E;1;0;0;0;0;0;0;;45.1091;3.9384;642;http://www.paraglidingearth.com/?site=2820;0
19395;Chassenoud;45.4896;4.7057;732;N,NE,NW;1;0;1;1;0;0;0;;45.4974;4.7009;521;http://www.paraglidingearth.com/?site=19395;0
2593;Chateau de Peyrepertuse;42.8711;2.56583;577;SE,S;1;0;1;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=2593;0
14589;Chateau de Queribus;42.8468;2.62273;537;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=14589;0
3034;Chatel Morclan (summit);46.2764;6.8577;1963;SE,W;1;0;1;0;0;1;0;;46.2713;6.8379;1133;http://www.paraglidingearth.com/?site=3034;0
6870;Chatel Morclan (under the top);46.2722;6.86056;1867;SE,W;1;0;1;0;0;1;0;;46.2683;6.84028;1170;http://www.paraglidingearth.com/?site=6870;0
6920;chatel-mens;44.8138;5.81125;1914;N,S,SW,W,NW;1;0;1;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=6920;0
10893;Chatillon sur Marne;49.105;3.7458;187;S,SW;1;0;1;1;0;0;1;;49.0998;3.7427;74;http://www.paraglidingearth.com/?site=10893;0
2822;Chaudeyrolles;44.9359;4.19156;1380;N,NE;1;0;0;0;0;0;0;;44.9408;4.19279;1241;http://www.paraglidingearth.com/?site=2822;0
3055;Chaussee de brunehaut;50.0211;2.13889;62;;1;0;0;0;1;0;0;;;;;http://www.paraglidingearth.com/?site=3055;0
22111;Chavignol;47.3417;2.79159;318;SE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22111;0
2848;Chemellier;47.35;-0.345;60;NE;1;0;1;0;1;0;1;;;;;http://www.paraglidingearth.com/?site=2848;0
3051;Chenay;46.3486;-0.01278;126;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=3051;0
16244;Chenevrier;46.424;5.87188;834;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=16244;0
2817;Cherier;45.9849;3.92358;838;N,NE,E,SE,S;1;0;0;0;0;0;0;;45.9809;3.92538;768;http://www.paraglidingearth.com/?site=2817;0
3092;Chevre roche;48.0386;6.7082;807;SE,S,SW;1;0;1;1;0;0;0;null;48.0226;6.70643;398;http://www.paraglidingearth.com/?site=3092;0
2565;Cheynet;44.6826;4.61453;642;E;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2565;0
12574;Chochongés;44.4868;5.68348;1168;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=12574;0
21452;Cirque du bout du monde;43.7882;3.37373;672;SE,S;1;1;1;1;0;1;0;;43.7798;3.37986;283;http://www.paraglidingearth.com/?site=21452;0
22061;Cizancourt;49.8374;2.91914;82;E,W;1;0;1;1;0;0;1;;49.8384;2.91767;72;http://www.paraglidingearth.com/?site=22061;0
2715;Clamontard - Luc-en-Diois;44.6031;5.44111;1055;N;1;1;1;1;0;1;0;;44.6139;5.43625;560;http://www.paraglidingearth.com/?site=2715;0
2772;Claret SUD;43.8757;3.8867;359;SE,S,SW;1;0;1;1;0;0;0;;43.871;3.8879;207;http://www.paraglidingearth.com/?site=2772;0
2615;Clecy-st omer;48.9294;-0.47;177;S,SW,W;1;1;1;1;0;0;1;;48.9259;-0.4737;41;http://www.paraglidingearth.com/?site=2615;0
22959;Cleebourg;49.0084;7.86729;511;E,SE;1;0;1;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=22959;0
2696;Clerval;47.3908;6.51333;512;W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2696;0
2713;Col d'Ey;44.311;5.2818;770;N,NW;1;0;1;1;0;1;0;;44.3228;5.283;473;http://www.paraglidingearth.com/?site=2713;0
23667;Col d'Izoard;44.8188;6.72819;2443;N,S;1;0;0;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=23667;0
2631;Col d\'aulac;45.1936;2.59694;1253;SW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2631;0
18485;Col de Baure;45.2839;5.8397;1193;;1;0;1;0;0;1;0;;45.2657;5.8416;458;http://www.paraglidingearth.com/?site=18485;0
14853;Col de Freydane;45.1704;5.9782;2643;N,NE,W,NW;1;0;0;0;0;0;0;;45.2118;5.9369;788;http://www.paraglidingearth.com/?site=14853;0
14569;col de la Bataille;44.898;5.22951;1311;SE,S;1;0;0;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=14569;0
22602;Col de la Colombiere;45.9828;6.48442;1906;SE,S,SW;1;0;0;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=22602;0
2582;Col de la core;42.8623;1.10795;0;NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2582;0
14759;Col de la Courade - Niclade (Campan);42.998;0.1682;1289;N,NE,E,W,NW;1;1;1;0;0;1;0;;43.021;0.1724;648;http://www.paraglidingearth.com/?site=14759;0
10679;Col de la Madeleine;45.4441;6.3599;2500;NE,E,SE,S;1;0;0;0;0;1;0;;45.4163;6.364;1650;http://www.paraglidingearth.com/?site=10679;0
2587;Col de pailheres;42.735;2.01222;1885;SE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2587;0
22469;Col de Rousset;44.8321;5.41284;1507;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22469;0
22107;Col de Salvi;42.5524;8.86306;499;W,NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22107;0
15536;Col de San Bastiano;42.0247;8.7313;438;SW,W;1;0;0;1;0;0;0;;42.0472;8.7475;20;http://www.paraglidingearth.com/?site=15536;0
2632;Col de serre;45.1331;2.78806;1436;NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2632;0
2714;Col de Soubeyrand;44.375;5.33333;1196;S,SW;1;0;1;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=2714;0
16722;Col des Frêtes;45.8564;6.24672;1640;SW;1;1;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=16722;0
2927;Col du Couraduque;42.9903;-0.19639;1384;E,SE;1;1;0;0;0;0;0;;42.9714;-0.18472;844;http://www.paraglidingearth.com/?site=2927;0
6187;Col du Glandon;45.2397;6.17222;1918;N,S;1;0;1;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=6187;0
12418;Col du Granon;44.9599;6.592;2097;SE;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=12418;0
7283;col du noyer;44.6903;5.98455;1692;E,SE,S;1;1;1;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=7283;0
22652;Col du Palastre;44.6954;6.20829;2176;S,SW;1;0;0;1;0;1;0;;;;;http://www.paraglidingearth.com/?site=22652;0
18316;Col du Sapenay 'Le Belvedere';45.8109;5.86426;897;SW,W,NW;1;1;1;1;0;0;0;;45.8283;5.82917;230;http://www.paraglidingearth.com/?site=18316;0
8272;col du vallon;44.9541;6.0809;2524;E;1;0;0;0;0;0;0;;44.9874;6.1178;957;http://www.paraglidingearth.com/?site=8272;0
21835;Col du Varo;45.8307;6.28078;-1;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=21835;0
18811;Collet de Tat - Superdevoluy;44.6891;5.9158;1705;W,NW;1;0;1;1;0;0;0;;44.6934;5.9089;1471;http://www.paraglidingearth.com/?site=18811;0
2498;Colombier;45.9058;5.76139;1509;W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2498;0
2784;Colombiers d'Entraigues;44.8722;5.92944;1577;W,NW;1;0;1;0;0;1;0;;44.9033;5.94583;804;http://www.paraglidingearth.com/?site=2784;0
13448;Colombis;44.4927;6.21625;1667;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=13448;0
22019;Combe naguin;46.4061;4.66374;334;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22019;0
2613;Commes;49.3461;-0.72556;60;N,NE;1;0;0;0;0;0;0;;49.3461;-0.72556;60;http://www.paraglidingearth.com/?site=2613;0
2601;Compolibat;44.3642;2.20639;587;W,NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2601;0
23541;Conil;44.9652;3.70468;1090;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23541;0
2780;Connex;44.9953;5.72556;1610;SE,S;1;0;1;1;0;0;0;;44.9872;5.74389;1036;http://www.paraglidingearth.com/?site=2780;0
2538;Contras;44.1189;5.725;1620;W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2538;0
2661;Corbara;42.6165;8.90353;285;NW;1;0;0;0;0;0;0;;42.6271;8.90452;8;http://www.paraglidingearth.com/?site=2661;0
3056;Cordes st marcel campes;44.0643;1.97562;294;N;1;0;0;0;0;0;0;;44.0659;1.97199;195;http://www.paraglidingearth.com/?site=3056;0
22601;Cordon - Plateau des Benets;45.918;6.57193;1734;;1;0;1;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=22601;0
22390;Cordon - Tête du Planet;45.913;6.57076;1806;NE,E,SE,S;1;0;1;0;0;1;0;;;;;http://www.paraglidingearth.com/?site=22390;0
2990;Cormet de roselend;45.6881;6.69472;2041;N,W,NW;1;0;1;1;0;0;0;;;;;http://www.paraglidingearth.com/?site=2990;0
18897;Corsen;48.4135;-4.7926;12;S,SW;1;0;0;1;0;0;0;;48.4131;-4.792;4;http://www.paraglidingearth.com/?site=18897;0
10523;Cote de Jord;45.017;1.07101;216;SE,S;1;1;1;1;1;0;0;;45.0127;1.07625;70;http://www.paraglidingearth.com/?site=10523;0
14957;Couffé la Guillardière (Couffé 3);47.3956;-1.24648;30;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=14957;0
2998;Courchevel (Bouc Blanc);45.411;6.6149;2187;NW;1;1;1;1;0;1;0;;45.4424;6.6546;848;http://www.paraglidingearth.com/?site=2998;0
13559;Courchon;43.8416;6.22855;794;SW,W;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=13559;0
15104;Coursegoules;43.8005;7.04013;1259;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=15104;0
2788;Courtet;44.77;5.79806;1371;N,W,NW;1;1;1;0;0;1;0;;44.7742;5.78028;901;http://www.paraglidingearth.com/?site=2788;0
2846;Coutures;47.37;-0.3555;40;E,W;1;0;1;0;1;0;1;;;;;http://www.paraglidingearth.com/?site=2846;0
18736;Cran Aux Oeufs;50.8474;1.58408;29;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=18736;0
14225;Craonelle;49.4302;3.7592;165;SW;1;0;1;1;0;0;1;;49.4294;3.7581;135;http://www.paraglidingearth.com/?site=14225;0
2831;Crayssac;44.5029;1.32129;238;SE,S,SW;1;0;1;1;0;0;1;;;;;http://www.paraglidingearth.com/?site=2831;0
21391;Criel - Les mouettes;50.0285;1.30051;88;NW;1;1;1;1;0;0;0;;50.032;1.30989;5;http://www.paraglidingearth.com/?site=21391;0
15067;Crocy;48.8546;-0.05182;98;;1;0;0;0;0;0;1;;;;;http://www.paraglidingearth.com/?site=15067;0
22288;Croix d'Allant;45.6579;6.20358;1567;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22288;0
22689;Croix de Chamrousse;45.1272;5.90217;2219;N,W,NW;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=22689;0
16719;Croix de saburin;46.1042;4.62351;530;E,SE;1;0;1;0;0;0;0;;46.1077;4.62515;450;http://www.paraglidingearth.com/?site=16719;0
2893;Croix de st sandoux;45.6319;3.11556;786;N,NE;1;0;1;1;0;0;1;;45.633;3.1289;522;http://www.paraglidingearth.com/?site=2893;0
11117;Croix Rampau - Poleymieux;45.8676;4.80144;454;N,NE,NW;1;0;0;1;0;0;0;;45.8697;4.79938;376;http://www.paraglidingearth.com/?site=11117;0
2515;Crozet (Les Deux Potes);46.2986;5.98333;1512;NE,E,SE,S;1;0;1;0;0;1;0;Crozet;46.278;6.01659;527;http://www.paraglidingearth.com/?site=2515;0
15584;Cry sur Armançon;47.7167;4.2364;251;SE,S,SW;1;0;1;1;0;0;0;;47.7145;4.236;186;http://www.paraglidingearth.com/?site=15584;0
18793;Cuges Est;43.2778;5.66611;465;E;1;1;1;0;0;0;0;CUGES SOUTH LANDING;43.2671;5.68395;163;http://www.paraglidingearth.com/?site=18793;0
18795;Cuges South West;43.2822;5.69455;399;SW,W;1;1;1;0;0;0;0;Landing WEST SOUTH;43.2729;5.69072;166;http://www.paraglidingearth.com/?site=18795;0
21557;Cuges-les-Pins LANDING SO;43.2731;5.6907;166;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=21557;0
2860;Cul-au-jean;48.7619;3.79;213;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2860;0
22048;Céret sud;42.4502;2.76449;1024;SE,S,SW;1;1;1;0;0;0;0;ceret;42.481;2.77645;185;http://www.paraglidingearth.com/?site=22048;0
2879;Dannes;50.5875;1.63667;147;W;1;0;1;1;0;0;1;;;;;http://www.paraglidingearth.com/?site=2879;0
22550;Daours;49.9116;2.45079;45;SE,S;1;0;1;1;0;0;1;;49.9127;2.45544;28;http://www.paraglidingearth.com/?site=22550;0
2748;Daubeuf la campagne;49.1903;1.03606;153;;1;0;0;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2748;0
2764;Dausse;43.0479;0.7917;554;NE,NW;1;0;0;0;0;0;0;;43.0503;0.7865;422;http://www.paraglidingearth.com/?site=2764;0
17856;Deco Est 1;18.1124;-63.0213;69;E,SE;1;0;0;1;0;0;0;;18.1171;-63.0216;20;http://www.paraglidingearth.com/?site=17856;0
17857;Deco Est3;18.1123;-63.022;150;E;1;0;0;1;0;0;0;;18.1171;-63.0216;20;http://www.paraglidingearth.com/?site=17857;0
17860;deco sud 1;18.1111;-63.0233;71;S;1;0;0;1;0;0;0;;18.1095;-63.0238;17;http://www.paraglidingearth.com/?site=17860;0
23129;decollage Balsac;44.4136;2.43627;573;;1;;;;;;;;;;;http://www.paraglidingearth.com/?site=23129;0
18803;Dezize;46.9129;4.66393;401;SE,S,SW;1;0;1;1;1;0;0;;46.9109;4.6628;346;http://www.paraglidingearth.com/?site=18803;0
2718;Die;44.7422;5.35083;954;W;1;0;1;0;0;0;0;;;;;http://www.paraglidingearth.com/?site=2718;0
